gene_id	gene_biotype	log2FC	qval
RFT1	protein_coding	-0.324530455381777	0.000949280174689638
MSTRG.5248	NA	4.29342652810704	0.000951468195824201
LINC00261	lncRNA	0.812573587050032	0.000952064181031618
MSTRG.31011	NA	1.00221071338208	0.000952064181031618
COPB2	protein_coding	-0.253483263654245	0.000953564514400021
SREBF2	protein_coding	0.40800929328727	0.000954785900283561
MLLT3	protein_coding	0.390637434800151	0.000956103740554865
SF3A3	protein_coding	-0.307367330007282	0.00095749121179632
ENSG00000278915	lncRNA	2.29480316970486	0.00095778936185791
MSTRG.7169	NA	1.14290000245373	0.000963642395097793
MSTRG.14588	NA	0.311658304068094	0.00096411823430857
MSTRG.8560	NA	0.512274569409101	0.000965655797224318
ATG5	protein_coding	-0.286183422981872	0.000965694073395272
LRP10	protein_coding	0.65272291954653	0.000966966525109961
SMOX	protein_coding	-0.997365293582617	0.000970759269396831
RALY	protein_coding	0.354162060376721	0.000971117676042335
MSTRG.22324	NA	2.31304911402779	0.000971117676042335
MSTRG.29079	NA	-0.238119776548824	0.000972646206997404
CHST10	protein_coding	-0.571657728982144	0.00097336314188239
TPPP3	protein_coding	1.31425093399836	0.000974867610624978
MSTRG.7454	NA	0.724449575036172	0.000975273575987741
CDH16	protein_coding	1.65175727215241	0.000975273575987741
PPFIA4	protein_coding	-1.61160874683591	0.000980482041641424
MSTRG.9242	NA	0.837464696716136	0.000983798968873001
MFSD14B	protein_coding	-0.294720013640622	0.000992525393631801
BCL2L11	protein_coding	-0.500304778594925	0.000993507268147734
DOK7	protein_coding	2.69443658556662	0.000993753154511429
FAM210A	protein_coding	-0.429886484479844	0.000995367871851889
MSTRG.11305	NA	0.292164057151382	0.000997621583401829
RINL	protein_coding	0.954700259835036	0.000997621583401829
TALAM1	lncRNA	1.06635734802095	0.00099838170943761
ENSG00000280132	TEC	-1.86290448751844	0.000998910681390641
ENSG00000235563	lncRNA	2.17524680616074	0.00100078694044323
H2AC25	protein_coding	-0.956923910694013	0.00100308733612791
MSTRG.18262	NA	-0.314462715058791	0.00100561245141382
ZDHHC8BP	transcribed_unprocessed_pseudogene	1.72750501185864	0.00101004639977245
DNM2	protein_coding	0.349617387326255	0.00102165624337178
NIFK-AS1	lncRNA	-0.675128681990946	0.00102228506524831
MALT1	protein_coding	0.321102395298209	0.00102366705723245
ADAMTS16	protein_coding	-1.29762134393343	0.00102425446612121
ENSG00000290226	lncRNA	-1.33259913013575	0.00102680077931303
SLC7A5	protein_coding	-0.31733707810528	0.00103017674308452
ENOX1	protein_coding	-2.00129797230877	0.00103017674308452
CORO6	protein_coding	-0.623597637970634	0.00103322079013751
MSTRG.5856	NA	1.83193514569291	0.00103640514322613
TMEM43	protein_coding	-0.238527181856389	0.00105790311745939
MSTRG.22920	NA	-0.905314790913191	0.00106095079032525
TRIM69	protein_coding	-0.547018272175076	0.00106161686624435
OIP5-AS1	lncRNA	-0.33742449701864	0.00106206693654424
ELMO1	protein_coding	0.678929651027327	0.001062423458278
OVGP1	protein_coding	1.61580477675785	0.00106324157812336
UBE2C	protein_coding	-0.404041176294213	0.00106324157812336
ALS2	protein_coding	-0.424609496585845	0.00106420892418495
LAMC3	protein_coding	-1.20390849404545	0.00106916119795142
ENSG00000262877	lncRNA	1.5052363054549	0.00107106469653984
METTL5	protein_coding	-0.337334355570371	0.00107106469653984
GLP2R	protein_coding	-1.10609751500956	0.00107130588380856
MSTRG.8940	NA	-0.329074209982064	0.00107284884908105
ARRDC1	protein_coding	0.437663497471471	0.00107437373882868
MSTRG.1570	NA	0.587200156187136	0.00108670367210919
MSTRG.26566	NA	0.637622136877148	0.00108883178420675
HOXC13	protein_coding	0.730097059523899	0.00109189886645269
GEMIN5	protein_coding	-0.479624763271715	0.00109529231563983
MSTRG.28105	NA	0.402808814148705	0.00109529231563983
INO80B	protein_coding	-0.519573612821168	0.00109827983018685
MSTRG.24829	NA	0.643027559163018	0.00109827983018685
FBXL21P	transcribed_unitary_pseudogene	-1.10053250818722	0.00110172693515335
MSTRG.21977	NA	1.78217505855949	0.00110396776532186
MSTRG.9648	NA	-1.53851921547318	0.00110477307432242
MSTRG.12572	NA	-0.3008445567545	0.00110494354266306
FAIM2	protein_coding	2.48389358570948	0.00110494354266306
USP18	protein_coding	0.397661603689048	0.00110702433778831
PIK3IP1	protein_coding	-1.10306162337053	0.00110907891532303
DNAAF2	protein_coding	-0.363322126912547	0.0011160291866621
PID1	protein_coding	-2.11420522017573	0.00111811467130986
TRAPPC3	protein_coding	-0.26695978756347	0.00112152260049299
MSTRG.16774	NA	0.626239585275491	0.00112200390178062
THADA	protein_coding	-0.328739159188069	0.00112200390178062
ENSG00000279347	TEC	1.01933281594758	0.00112200390178062
PACERR	lncRNA	1.02133236342162	0.0011283528899479
STING1	protein_coding	0.898256745503097	0.00113229533751781
MSTRG.4332	NA	0.699431332039539	0.00113952517897794
MSTRG.8424	NA	0.352049381583428	0.00115204963007335
ENSG00000227619	lncRNA	-0.926157554934705	0.00115213762405236
PNPLA7	protein_coding	0.723127606734107	0.00115282578948535
SLC39A5	protein_coding	2.36557938058666	0.00115431851655536
SEL1L	protein_coding	0.446539825775291	0.00115618958070279
PHF23	protein_coding	-0.302496659014587	0.0011633095860249
MKLN1	protein_coding	-0.432104954976896	0.00116583622844945
ARHGAP23	protein_coding	-0.501931289894258	0.00116591638896444
USPL1	protein_coding	-0.337931154270513	0.00116672561953517
EDEM3	protein_coding	-0.275488967435015	0.0011771625764502
MSTRG.8245	NA	2.18176062932931	0.0011771625764502
NUAK1	protein_coding	-0.509821617811541	0.00118004072922121
ADAM15	protein_coding	0.290040453410989	0.0011803424236593
FMC1-LUC7L2	protein_coding	-0.918190548166141	0.00118150439264794
CLNS1A	protein_coding	-0.482459736279676	0.00118822065801202
KNOP1	protein_coding	-0.292580456345909	0.00118904185710586
PCDHA4	protein_coding	0.934149559554542	0.00119234746729444
MSTRG.9390	NA	3.30445114083476	0.00120125638916317
MXD4	protein_coding	-0.582693517897605	0.00120181853283369
ENSG00000287294	lncRNA	1.36914909639887	0.00120181853283369
CHD1L	protein_coding	0.307250209098109	0.00120219480840041
IL18R1	protein_coding	0.818565565761438	0.00120766936291117
MTA1	protein_coding	-0.340708087057898	0.00121270888147845
MAP7D3	protein_coding	-0.397479683282535	0.00121522492065784
WDR12	protein_coding	-0.565131395033865	0.00121963820099475
RIPK2-DT	lncRNA	0.516816363975765	0.00122125275071775
PPP1R35	protein_coding	-0.531518917146743	0.00122475615013965
RIGI	protein_coding	-1.20487179427832	0.00122475615013965
ILKAP	protein_coding	-0.33786162880144	0.00123500859439772
ENSG00000261829	lncRNA	2.58523206146039	0.00123581744135326
AKAP13	protein_coding	0.512242745188556	0.00123652977830263
MRPL45	protein_coding	-0.247754019170127	0.00124197759459576
BMP5	protein_coding	-2.2494945836073	0.00124684126167855
MSTRG.7134	NA	1.17432198077253	0.00124796553537632
DERA	protein_coding	0.284171438697701	0.00125002988988508
GABRB3	protein_coding	-0.789583215871195	0.00125002988988508
TCEAL1	protein_coding	-0.364851773293335	0.00125063772824031
AKR1B15	protein_coding	0.428664792833984	0.00125474386134786
LCP1	protein_coding	2.13624783155911	0.0012562674222343
WRNIP1	protein_coding	-0.39006684884539	0.00126583188414042
SLC52A2	protein_coding	-0.418637385421696	0.00127920072534374
RPS13	protein_coding	-0.229948541353362	0.00128069434315306
MSTRG.10561	NA	0.30804759969836	0.00128069434315306
MSTRG.24625	NA	-2.66290810956228	0.00128185546399029
MTO1	protein_coding	-0.333025822429853	0.00128185546399029
MSTRG.15516	NA	1.15739047811747	0.00128410370583505
MSTRG.29310	NA	-0.720141333190335	0.00128551952683333
MSTRG.4244	NA	0.929095724223728	0.00128968780374121
RHBDD2	protein_coding	0.345072033492399	0.00129427772360783
COLGALT1	protein_coding	-0.388676216328321	0.00130028816275837
WFS1	protein_coding	-0.334524264596741	0.00130400225415786
MSTRG.5994	NA	-1.22855845091796	0.00130497285596833
MYBL2	protein_coding	0.271440969622999	0.00130665983457949
TMEM138	protein_coding	-0.275724613881894	0.00130806098545762
TRA2A	protein_coding	-0.281345521233312	0.00131105734977616
EHF	protein_coding	1.72772047709253	0.00131419651415482
MSTRG.18240	NA	1.50936831825898	0.00131425886770293
MSTRG.5398	NA	0.833417233326041	0.00131426839242196
CCN2	protein_coding	1.00377883293696	0.00132165858045387
PRR15L	protein_coding	1.08591118619237	0.00132360843714322
FZD7	protein_coding	-0.442527219858638	0.00132360843714322
USP3	protein_coding	0.298492295269862	0.00132479612247359
MSTRG.19113	NA	-1.11539506751686	0.00132479612247359
BRPF1	protein_coding	0.275269156444588	0.00133066818999668
L1CAM	protein_coding	-1.33403892412134	0.00133149689451378
SIGMAR1	protein_coding	-0.233653697651013	0.00133175608803533
MSTRG.4065	NA	0.93436677470214	0.0013339557228885
CAB39	protein_coding	-0.320666905763465	0.00133410335985628
MSTRG.13765	NA	-0.680064467251809	0.00134022989146198
GNB3	protein_coding	-1.09773275645764	0.00134171086412627
YY1	protein_coding	-0.2836245542211	0.00134268639575093
EGLN1	protein_coding	0.74961797882391	0.00134326522535469
RIN2	protein_coding	-0.471211951490661	0.00134359545067635
KLRK1-AS1	lncRNA	2.0714102189935	0.00134421646439467
CCDC71L	protein_coding	-0.519878965424926	0.00134632652866984
GPATCH1	protein_coding	-0.372227669618399	0.00135187731382162
MSTRG.17130	NA	-2.28937158777613	0.00135288247499392
MSTRG.15631	NA	-0.766478913499463	0.00135679319764531
SMPD4	protein_coding	-0.248420837694787	0.00135742245707068
CHIC1	protein_coding	0.328599056442694	0.00135753667372869
C1orf174	protein_coding	-0.339477461760006	0.00136011219716166
DYNLL1	protein_coding	-0.24291606926183	0.00136023330460022
PPME1	protein_coding	-0.309568786437668	0.00136027482193597
PFKFB4	protein_coding	-0.945545406609399	0.00137284537672736
PPP1R26	protein_coding	-0.697749883823189	0.00137337638086891
ERLEC1	protein_coding	-0.235203427351249	0.00137622533581762
ANKRD18A	protein_coding	0.478994845451187	0.00137622533581762
MSTRG.14142	NA	0.538110276327324	0.00137634468294084
ENSG00000287710	lncRNA	-0.827878823320322	0.0013768469850187
MSTRG.15931	NA	0.279461762130255	0.001378258020579
TTC7A	protein_coding	-0.456425505886365	0.001378258020579
PLEKHG7	protein_coding	2.37760610598829	0.00138542222791752
SLC22A20P	transcribed_unitary_pseudogene	1.22865961871707	0.0013860077864007
IKBKG	protein_coding	0.284066006413099	0.00139518775690083
SLC39A6	protein_coding	-0.253164380400054	0.00140030295277568
MOGS	protein_coding	-0.252778731372899	0.00140748393993745
PDE9A	protein_coding	1.04188841480707	0.00140748393993745
SYTL4	protein_coding	0.518319051569108	0.00140979044130446
OSBPL1A	protein_coding	-0.529126094331458	0.00141214709387479
ST6GAL2	protein_coding	-1.14263144369033	0.00141710649257141
LMAN2	protein_coding	0.32867480869826	0.00141710649257141
TCEA2	protein_coding	-0.438506403940773	0.00141998484093499
SEC23A	protein_coding	-0.299954696604883	0.00142810850818008
CYP26A1	protein_coding	-1.11513350698766	0.00143113201810389
MSTRG.17340	NA	-0.56163714223009	0.00143427550527351
MSTRG.23000	NA	1.79678817811512	0.00144093761219163
MSTRG.13451	NA	-0.428543643399796	0.00144215031446241
CELSR2	protein_coding	1.17170323749284	0.00144646155127883
MSTRG.12849	NA	-0.451457288270911	0.00144646155127883
PGM3	protein_coding	-0.355020342064902	0.00145194982405032
SLC19A3	protein_coding	-0.662182766206775	0.00145254130269981
ZKSCAN3	protein_coding	-0.556755897278972	0.0014534640918424
XPO5	protein_coding	-0.376367987003974	0.00146092483797722
MSTRG.15695	NA	0.948782152298099	0.0014628351059416
C2orf74-DT	lncRNA	-0.491893960852641	0.00147434880162103
MTND4P26	processed_pseudogene	1.77258665931711	0.00149093408401629
MB	protein_coding	-0.635670838425574	0.0014920930908031
ECHS1	protein_coding	-0.230178039602301	0.00150155898654956
AAAS	protein_coding	0.232551373440961	0.00150155898654956
MYO1B	protein_coding	-0.31515842400679	0.00150155898654956
MSTRG.21107	NA	0.436090495680316	0.00150155898654956
EIF4A2	protein_coding	-0.266348630043474	0.00150428275050271
MRPL2	protein_coding	-0.311749749792808	0.00150600445258156
TUBE1	protein_coding	-0.607056547436025	0.00150897647606514
MSTRG.19264	NA	0.332796165085362	0.00150948925112654
MSTRG.12577	NA	-0.636897406205276	0.00151176650135
KPNA7	protein_coding	1.29681878695292	0.00151176650135
MSTRG.24420	NA	-0.470881214874258	0.00151280058537374
DNPEP	protein_coding	-0.385992645401909	0.00151376603956889
WDHD1	protein_coding	-0.28925663131245	0.00151627172262521
ZNF223	protein_coding	0.753937650794435	0.00151652929927497
CIAPIN1	protein_coding	0.254012090028864	0.00151768849158139
GOLGB1	protein_coding	0.279778917102879	0.00151960648973026
LINC01963	lncRNA	-0.329574233230248	0.00152012804873637
ADCY1	protein_coding	1.08009102839278	0.0015233161922629
NKILA	lncRNA	-1.68606556359233	0.00152532678539664
NGEF	protein_coding	-1.1166119001597	0.0015282188081305
HELLS	protein_coding	-0.257296549607558	0.00153126577818423
ZMIZ1-AS1	lncRNA	-1.3935398248468	0.00153394486366345
CLDN4	protein_coding	1.38083861446102	0.00153584217448123
MBD6	protein_coding	0.461970934967764	0.00153634674926455
PCDHA3	protein_coding	0.81022488381072	0.00153706487405176
EXPH5	protein_coding	1.72480054325685	0.00153879687117337
RAB9A	protein_coding	-0.42025358953449	0.00153896247448451
CTSS	protein_coding	0.90255424076377	0.00153901100433945
NACC1	protein_coding	-1.0457018435248	0.00153901100433945
ZBTB8A	protein_coding	-0.489035259228654	0.00154339449038022
ENSG00000291117	lncRNA	0.429958505646274	0.00154339449038022
MSTRG.10414	NA	-0.75959265932782	0.00154854876219477
SYF2	protein_coding	-0.309371240069552	0.00155021849565009
ENSG00000291156	lncRNA	-0.896438091436099	0.00155430247923771
MSC	protein_coding	-0.855364807526271	0.00155430247923771
CXXC5	protein_coding	0.567233848492703	0.00156111346750598
ADSS1	protein_coding	0.75297694206841	0.001565506218012
R3HDM4	protein_coding	0.350209848084448	0.00156729969700511
BACE2	protein_coding	-0.984247764043961	0.00157093349299471
ACADS	protein_coding	0.34331106966853	0.00157348173097409
SLC28A2	protein_coding	2.31905865223645	0.00157355680423734
JAKMIP3	protein_coding	0.49707006876967	0.00157524305337654
MSTRG.7798	NA	1.04375436334226	0.0015804732302124
C10orf55	lncRNA	-1.28377928450699	0.00158730224702939
KANK4	protein_coding	-1.30961486189244	0.00158968088860012
IDH1	protein_coding	-0.230516494092225	0.00159462791522021
CNOT9	protein_coding	-0.371201466185914	0.00159659634295934
ZEB1	protein_coding	-0.451984928747421	0.00159689342982368
DDX27	protein_coding	-0.236321207883447	0.00159689342982368
MTHFS	protein_coding	-0.36814208449407	0.00160328006959923
PLCXD3	protein_coding	2.60673952194663	0.00161852433810258
SUGP2	protein_coding	-0.305665662275978	0.00161864456283851
MSTRG.3313	NA	-0.876104288258591	0.00162535269835849
FUZ	protein_coding	-0.523272507678321	0.00163389183335446
AMD1	protein_coding	-0.324988989246645	0.00163456482374337
PRR36	protein_coding	1.38798161779846	0.00163625565322926
CAPS2	protein_coding	0.877779436529135	0.00163667434036311
SLC5A3	protein_coding	-0.280995773892106	0.00163823805140283
MSTRG.17203	NA	-1.43118398678065	0.00163924853704098
SUPT3H	protein_coding	-0.632686417423537	0.00163924853704098
MSTRG.6613	NA	0.381257284245142	0.00164442716827838
AGPAT2	protein_coding	0.505288976186927	0.00164474175337583
PAICS	protein_coding	-0.234697790693112	0.00164589898988219
CCDC33	protein_coding	0.743050869812202	0.00165115097383813
PLPP2	protein_coding	0.361955489364795	0.00165369850829833
XAB2	protein_coding	-0.307213761147652	0.00166088189461428
RCC1	protein_coding	-0.24373148681226	0.00166468731767631
DDX11	protein_coding	0.263494844523825	0.00166468731767631
TAGLN2	protein_coding	-0.39576095204185	0.00166774208643401
SEMA4F	protein_coding	-0.554138848608965	0.00166828550022316
COX7A2L	protein_coding	-0.275282586576147	0.00166885118156071
RPS17	protein_coding	-0.284524221225438	0.00167143070916927
MSTRG.13331	NA	-0.386918058486986	0.00167143070916927
IFT22	protein_coding	0.284826302687203	0.00167792692572115
FAM114A1	protein_coding	-0.37314889522722	0.00168293533357042
MSTRG.15495	NA	0.85580933743529	0.00168542904574473
KRT83	protein_coding	1.46552318092644	0.00168747388816756
WASHC2A	protein_coding	-0.361742487792383	0.00169489344446341
SLC3A2	protein_coding	-0.254025640454729	0.00169903932888171
MIR4701	miRNA	1.69409763027427	0.00169927296816796
NT5C2	protein_coding	0.229011560654672	0.00170047186675665
AGAP3	protein_coding	-0.383594267630263	0.0017045030894512
MSTRG.22932	NA	0.744038852805957	0.0017051951273205
LINC02615	lncRNA	-0.717836613928875	0.0017051951273205
GNG11	protein_coding	0.24134203580244	0.00170830691214931
MSTRG.28174	NA	0.784683190266148	0.00171011642586412
STXBP2	protein_coding	0.349767042565695	0.00171086380919231
CHD2	protein_coding	0.395228150283312	0.00172063166520656
RUVBL1	protein_coding	-0.237817826932595	0.00172439569972994
MSTRG.29191	NA	1.33883201903828	0.00172439569972994
MSTRG.20677	NA	0.952158318066172	0.00172993452511562
E2F6	protein_coding	-0.36658330200959	0.00173628402175715
INPP5F	protein_coding	-0.386133051406034	0.00173883037240094
MSTRG.6534	NA	-0.245272772157273	0.00173883037240094
MSTRG.4007	NA	0.414676030745661	0.00173989929068376
PHB1	protein_coding	-0.227309410011233	0.00174026312690027
LINC01913	lncRNA	2.05492883813588	0.00174026312690027
MSTRG.28791	NA	-0.318457174084097	0.00174026312690027
DENND5B	protein_coding	-0.313906731864247	0.00174395568568046
FOXC2-AS1	lncRNA	-2.26128141038001	0.00174395568568046
EFL1	protein_coding	-0.269442542875082	0.00174540320057681
PPP2R5E	protein_coding	-0.28341128807364	0.00174696368054046
FMN1	protein_coding	1.43319075675677	0.00175495580612439
PTMA	protein_coding	-0.450566393785832	0.00175843726474198
DPY19L1	protein_coding	0.30337172964987	0.00176111886195897
MSTRG.25411	NA	2.80250609624663	0.00176740202128428
QSOX1	protein_coding	-0.336847770982047	0.00176876504661892
DLAT	protein_coding	-0.249234352169841	0.00177004097878572
ENSG00000254290	lncRNA	1.11704737297196	0.00177512898935162
LINC01085	transcribed_processed_pseudogene	-2.06352933957821	0.00177882901961893
MSTRG.2920	NA	4.55304018987573	0.00177982115143517
MSTRG.14528	NA	0.642292951688132	0.00179155732040673
MSTRG.3238	NA	-2.31289869988779	0.00179821005441181
MSTRG.17873	NA	-0.495707449972043	0.00179821005441181
ENSG00000288858	lncRNA	-2.16597480894611	0.00180110209679703
ENSG00000234431	lncRNA	-2.72465065082695	0.00180290950400065
C3orf33	protein_coding	0.364782563153412	0.00180290950400065
CCNE1	protein_coding	0.328743740808732	0.00180388456583253
MSTRG.6926	NA	0.397845299788263	0.00180575712340007
OCIAD2	protein_coding	-0.261544454004138	0.00180575712340007
ATP5F1A	protein_coding	-0.221799730110929	0.0018174163695476
ENSG00000279233	TEC	0.548041769093095	0.00181752555831289
PRKG1-AS1	lncRNA	0.631588020406626	0.00182088963524574
MSTRG.17270	NA	-0.430816254519402	0.00182280202257095
MSTRG.2385	NA	0.775899516737542	0.00182307894898124
KMT2D	protein_coding	0.319004118199585	0.00182307894898124
AGPS	protein_coding	-0.429957196185372	0.00183126005340142
MSTRG.8659	NA	0.253485041936608	0.0018390913638884
HSPBP1	protein_coding	-0.361190313548902	0.00183965752137576
RPL26L1	protein_coding	-0.40629380297567	0.00185107992788791
LINC01589	lncRNA	1.56862190088829	0.00185710738475503
DBI	protein_coding	-0.339854492730011	0.00186164513349834
WARS1	protein_coding	-0.267008572923318	0.00186262828229345
PCDHA12	protein_coding	1.04782510255623	0.00187599000529461
MSTRG.6344	NA	0.469288460634754	0.00188209852072729
TTI2	protein_coding	-0.363034775552181	0.00189606898804103
RAET1G	protein_coding	-1.40957277722459	0.00189772347537988
PLSCR3	protein_coding	-0.791487515327358	0.00189836707385891
JAK3	protein_coding	0.975889711268931	0.00189836707385891
SLC17A5	protein_coding	0.441007504791112	0.00191205191229647
AJUBA-DT	lncRNA	-0.824099514151583	0.00191506250783197
BTF3L4P2	processed_pseudogene	-0.86585825800541	0.00192158694022439
TCIM	protein_coding	0.370020655084572	0.00192358791170062
MSTRG.23396	NA	-3.05283370516019	0.00193066845108927
ARMC6	protein_coding	-0.381717605491051	0.00193082261562
DYNLT1	protein_coding	0.251879944955605	0.00193090177297919
MSTRG.28231	NA	0.773353749349836	0.0019372642266064
BRIP1	protein_coding	0.32450630972621	0.00193799643095172
NUTM2D	protein_coding	1.0475994856538	0.00194474499167007
CCRL2	protein_coding	2.18316971881958	0.00194822284988922
CCNQ	protein_coding	-0.346696979958156	0.00194868019947042
HMGCL	protein_coding	0.366937312617628	0.0019530869343966
SCYL3	protein_coding	0.409042153848232	0.0019574933108658
MSTRG.7585	NA	1.28018729691153	0.00196360158358755
MAP3K14-AS1	lncRNA	0.678448557681468	0.0019679304622888
MSTRG.19175	NA	-0.256898553130103	0.00197210000653478
MCM9	protein_coding	0.697643154096141	0.00197300406380219
IGSF23	protein_coding	-2.06076247695175	0.00197377012221923
KCTD11	protein_coding	-0.322322006888563	0.00198096431325383
MSTRG.13306	NA	-0.223580405345956	0.00199127763232816
APOM	protein_coding	0.872687988228361	0.00199608507667658
TUBB4B	protein_coding	-0.243859770920442	0.00199608507667658
ENSG00000261167	lncRNA	0.619027751459337	0.00200399623621504
ENSG00000215304	lncRNA	-1.77372046745509	0.00200795700300237
SULT2B1	protein_coding	0.787676924821967	0.00201853821484689
ENSG00000260604	lncRNA	1.17968330801137	0.00201900265562531
NPTN	protein_coding	0.236916951911117	0.00201923530602845
COX6A1	protein_coding	0.217278003528118	0.0020235994938925
MSTRG.14465	NA	0.632100583328919	0.00202621569509146
RUNX1	protein_coding	-0.920452326156124	0.00202621569509146
MSTRG.10893	NA	0.284276904806358	0.00203803220868368
MSTRG.30075	NA	1.54773275980878	0.00203928204095829
NCAPH	protein_coding	-0.369561013042863	0.00204068518776209
MSTRG.14911	NA	-0.293315067605962	0.00204864634316699
INSIG1	protein_coding	-0.334607284814666	0.00205463060573855
MSTRG.13258	NA	-0.423703108313069	0.00205670863825749
SNX3	protein_coding	-0.237970418080476	0.0020578042630164
UACA	protein_coding	-0.364835497200776	0.0020588033926743
CMIP	protein_coding	-0.814716093331192	0.00206607505944703
MSTRG.19378	NA	0.33911088431328	0.00207545422802236
ATP7A	protein_coding	0.399789117356371	0.00207755644537778
MSTRG.1102	NA	1.0826617089015	0.00207845286748021
RRP1B	protein_coding	-0.224319705979999	0.00207845286748021
MSTRG.19981	NA	-0.388531302182443	0.0020784746281198
SURF2	protein_coding	-0.361384384026987	0.00208668376517968
DPF2	protein_coding	-0.277671982755533	0.00208700904096682
MSTRG.16902	NA	-1.23241056321214	0.00208700904096682
UXS1	protein_coding	-0.323261312070346	0.00208700904096682
LRP3	protein_coding	-0.351886336526459	0.0021016626069217
MSTRG.25855	NA	-0.404877261892729	0.00210324053606884
SFXN4	protein_coding	-0.348827346431494	0.00210989451187583
MSTRG.19105	NA	-0.239843549140442	0.00211734713741328
GLUD2	protein_coding	-0.86945411991737	0.00212520455846166
MSTRG.5152	NA	0.395205526472565	0.00213438826448321
NDUFA12	protein_coding	0.236952969997787	0.00214342992742385
ENSG00000268858	lncRNA	-0.47777335996067	0.00215028278035037
CYP4F3	protein_coding	1.70185062627723	0.00215066918645897
S100A10	protein_coding	0.214897700192384	0.00216264596980448
MSTRG.23343	NA	3.23842694180815	0.00216891547571167
PADI3	protein_coding	-0.906305436593739	0.00216982317929824
CKAP2	protein_coding	-0.242973828307855	0.00217475768905195
FAM167A	protein_coding	0.880332210929703	0.00217602586290319
ALDH1A3-AS1	lncRNA	-0.579822209670918	0.00217823796533129
PTPRE	protein_coding	-1.86065113515524	0.00218162839926193
ANXA1	protein_coding	0.640666073860536	0.00218188802120497
SHF	protein_coding	1.09994918483497	0.00218261519151809
MSTRG.4491	NA	0.560750057821576	0.00218359261918648
VSIG10L	protein_coding	-0.406555248912333	0.00218641862810654
LINC01389	lncRNA	2.19251351151699	0.00219157882947323
DLL3	protein_coding	-0.671133158078391	0.00219742942649809
MMADHC	protein_coding	-0.224791105909733	0.00219919194525943
WASHC4	protein_coding	0.361821754086428	0.00220302648325788
SLITRK5	protein_coding	0.344813880668582	0.00221183003788762
FZD8	protein_coding	-1.43094540678581	0.002212495375091
COA8	protein_coding	-0.341716191836042	0.00221595389670698
FOXS1	protein_coding	-3.21961640011422	0.0022171259137744
MSTRG.17324	NA	2.10330531065652	0.00222066988293054
MSTRG.8305	NA	0.330851800372637	0.00222719576629214
TMC6	protein_coding	0.52107979146001	0.00222830212970684
YTHDF3	protein_coding	-0.289010528729027	0.00224082416589947
MSTRG.19862	NA	0.503343568194667	0.00224304214914343
ALDH4A1	protein_coding	-0.44599173756596	0.00224440465338455
CFAP68	protein_coding	-0.437505092023217	0.00224893189238393
RPL35A	protein_coding	-0.214832226154615	0.00225015595855056
GPR35	protein_coding	1.19973042735602	0.00225491139803946
MSTRG.18283	NA	-0.775813281544497	0.00225625355772619
PDE10A	protein_coding	-0.283845943570164	0.00225726712681944
HOXB-AS1	lncRNA	1.01757800750413	0.00225775530292787
RAB6A	protein_coding	-0.2862096928256	0.00226421549237998
MSTRG.23878	NA	0.528266639085275	0.00226697837250955
ENSG00000277287	lncRNA	1.74221998632103	0.00228437396209275
PRSS16	protein_coding	0.774773503998241	0.00229780507919537
WDR46	protein_coding	-0.299519697802432	0.00229868834710995
MTRFR	protein_coding	-0.306849108273269	0.00230216031748293
ZBTB20	protein_coding	1.09407205345796	0.00231389527920087
SOCS4	protein_coding	0.310010017545565	0.00231726551973146
MSTRG.22728	NA	-0.800363955546538	0.00231805159476472
ECH1	protein_coding	0.299095512590962	0.00232129259963892
KRAS	protein_coding	0.334218403328825	0.00232202181094892
MSTRG.17165	NA	-0.590637807589746	0.00232972197225702
MSTRG.8153	NA	1.48833641898439	0.00233473152133018
HNRNPF	protein_coding	-0.220476530419294	0.00233662810369943
ENSG00000287156	lncRNA	2.1328877187386	0.00233662810369943
PAGR1	protein_coding	0.37430244077636	0.00233662810369943
MSTRG.28753	NA	-0.776814573316605	0.00233662810369943
CDC14B	protein_coding	0.344861543246437	0.00233662810369943
RHBDF2	protein_coding	-0.621149239974873	0.00234086254067981
TSPAN14	protein_coding	0.319298802256058	0.00234909549599854
ACAD8	protein_coding	-0.367574624253133	0.00234909549599854
MSTRG.16203	NA	-0.618373040472913	0.00235069479799301
LINP1	lncRNA	-0.598366816403601	0.00235655455873752
C19orf48P	transcribed_unitary_pseudogene	0.220182121205938	0.00235731086273726
GBP2	protein_coding	0.960824739526741	0.00235962994091938
KIAA1217	protein_coding	0.481857228138084	0.00235962994091938
ADRA2A	protein_coding	2.38027946818666	0.00235962994091938
GOLGA8B	protein_coding	0.35635395801615	0.00236374435937104
ANK1	protein_coding	0.722792281127518	0.00237016812389123
C1S	protein_coding	-0.546297293278108	0.00238137741582832
GOLGA4	protein_coding	-0.348802940678904	0.00238137741582832
LINC02057	lncRNA	-2.30702253953382	0.00239174313861184
CIP2A	protein_coding	-0.248380051326572	0.00239324778534227
MSTRG.2681	NA	-0.286923161531926	0.00239767777586151
MSTRG.17976	NA	0.374893389470381	0.00240079535713005
FOXK1	protein_coding	-0.40500098340095	0.00240776158838107
RARG	protein_coding	-0.495100232961898	0.00241698565934651
TTC12	protein_coding	0.498025540118564	0.00242057218441876
CKMT1A	protein_coding	0.671034970504894	0.00242295789293304
CNOT2	protein_coding	0.293914120355023	0.00242717600026376
SEH1L	protein_coding	-0.427438426055331	0.00243900537545062
